User ID,Age,Gender,Country,Purchase Amount,Product Category
83,65.0,Male,UK,213.82,Home & Kitchen
84,32.0,Female,Germany,87.59,Beauty
85,25.0,Female,UK,146.73,Beauty
86,31.0,Female,Germany,278.88,Clothing
87,40.0,Female,Canada,288.19,Beauty
88,57.0,Other,USA,316.88,Sports
89,38.0,Male,USA,418.5,Clothing
91,62.0,Male,France,134.12,Beauty
92,35.0,Male,Australia,200.55,Home & Kitchen
94,41.0,Female,Canada,318.52,Sports
96,42.0,Other,Canada,166.14,Home & Kitchen
98,58.0,Male,Canada,90.19,Home & Kitchen
100,32.0,Female,USA,283.95,Clothing
101,62.0,Other,Canada,78.0,Sports
102,18.0,Other,Canada,346.0,Clothing
103,42.0,Female,Germany,75.46,Clothing
104,24.0,Other,UK,202.23,Electronics
107,18.0,Female,France,392.27,Books
108,61.0,Male,France,88.32,Electronics
109,25.0,Female,USA,406.94,Electronics
110,41.0,Male,France,8.57,Electronics
111,28.0,Other,Australia,267.38,Home & Kitchen
112,68.0,Female,Australia,260.81,Home & Kitchen
113,34.0,Female,Australia,313.79,Home & Kitchen
114,25.0,Male,Australia,123.65,Beauty
115,52.0,Female,Germany,9.88,Home & Kitchen
116,52.0,Other,UK,230.11,Clothing
117,50.0,Other,USA,40.35,Electronics
120,56.0,Female,USA,215.49,Sports
121,58.0,Male,UK,219.83,Books
122,45.0,Other,France,278.67,Clothing
123,24.0,Female,Germany,392.35,Books
126,29.0,Female,Canada,386.7,Clothing
127,51.0,Male,Germany,45.68,Electronics
130,40.0,Female,UK,144.93,Home & Kitchen
131,41.0,Other,USA,227.31,Books
133,52.0,Other,Australia,402.92,Sports
137,44.0,Female,Germany,349.18,Electronics
138,52.0,Other,Canada,182.29,Beauty
139,18.0,Female,Australia,85.4,Clothing
141,54.0,Other,UK,363.17,Beauty
142,64.0,Male,UK,163.8,Electronics
144,20.0,Other,France,415.62,Beauty
146,22.0,Other,USA,258.84,Electronics
147,43.0,Other,USA,347.21,Sports
148,31.0,Male,Canada,161.95,Beauty
149,56.0,Other,Australia,326.08,Home & Kitchen
150,44.0,Female,USA,232.56,Books
151,26.0,Other,Canada,287.37,Clothing
152,32.0,Other,Canada,297.34,Home & Kitchen
155,59.0,Female,Australia,135.83,Beauty
158,49.0,Male,France,452.69,Home & Kitchen
159,56.0,Male,Australia,471.34,Sports
160,66.0,Female,Canada,51.59,Electronics
161,69.0,Male,Australia,246.09,Books
162,49.0,Other,France,80.04,Books
163,21.0,Other,Canada,474.63,Electronics
164,47.0,Male,France,127.18,Home & Kitchen
165,54.0,Other,Germany,253.32,Electronics
166,40.0,Female,UK,86.98,Beauty
167,56.0,Other,UK,169.72,Electronics
168,62.0,Male,Canada,137.07,Home & Kitchen
169,32.0,Female,Australia,240.34,Books
170,60.0,Other,France,212.79,Sports
171,46.0,Female,USA,168.74,Books
172,53.0,Male,Germany,57.41,Beauty
173,30.0,Other,France,244.82,Home & Kitchen
174,49.0,Other,USA,425.85,Clothing
177,39.0,Other,UK,186.22,Books
178,45.0,Other,Canada,355.67,Home & Kitchen
179,19.0,Other,France,235.44,Home & Kitchen
180,59.0,Male,Germany,79.39,Home & Kitchen
181,62.0,Other,France,212.43,Books
184,45.0,Female,UK,16.41,Clothing
185,61.0,Female,Canada,145.01,Electronics
189,28.0,Male,UK,429.93,Home & Kitchen
190,45.0,Other,Germany,92.35,Sports
191,42.0,Female,UK,136.65,Home & Kitchen
192,56.0,Male,Canada,470.83,Clothing
193,50.0,Female,USA,224.8,Home & Kitchen
194,18.0,Male,France,395.58,Sports
196,69.0,Male,Canada,238.19,Electronics
197,30.0,Female,Germany,78.32,Home & Kitchen
200,56.0,Male,USA,158.58,Clothing
201,23.0,Male,France,338.37,Beauty
203,44.0,Female,France,441.28,Electronics
208,59.0,Other,UK,372.91,Beauty
209,61.0,Male,Germany,208.6,Beauty
210,41.0,Other,Australia,268.13,Beauty
211,32.0,Female,Germany,483.8,Sports
213,49.0,Male,Canada,412.57,Clothing
215,58.0,Female,Germany,333.06,Clothing
217,66.0,Male,UK,129.54,Beauty
220,29.0,Female,UK,407.18,Clothing
221,56.0,Female,USA,249.43,Electronics
223,20.0,Female,Australia,447.95,Books
228,66.0,Other,USA,12.6,Electronics
229,19.0,Female,France,206.51,Books
230,19.0,Male,France,256.35,Beauty
231,45.0,Male,Germany,152.15,Sports
232,40.0,Female,Canada,194.76,Home & Kitchen
234,49.0,Female,UK,142.26,Beauty
235,50.0,Female,UK,123.85,Sports
236,18.0,Female,Canada,153.99,Home & Kitchen
237,36.0,Female,Germany,153.03,Sports
238,19.0,Female,UK,281.69,Beauty
240,43.0,Female,USA,470.78,Electronics
241,49.0,Other,USA,258.08,Home & Kitchen
243,49.0,Male,France,143.41,Sports
244,21.0,Other,Canada,366.23,Electronics
248,41.0,Male,France,262.93,Electronics
255,65.0,Female,France,151.72,Clothing
256,33.0,Male,France,176.46,Home & Kitchen
257,50.0,Other,USA,185.67,Books
258,26.0,Male,UK,489.69,Home & Kitchen
259,23.0,Other,USA,183.57,Home & Kitchen
260,33.0,Male,UK,58.8,Beauty
261,46.0,Male,Canada,390.27,Beauty
262,20.0,Other,Canada,186.2,Beauty
263,37.0,Female,USA,312.36,Electronics
264,53.0,Female,Canada,462.56,Books
265,36.0,Female,France,289.88,Books
266,43.0,Male,UK,320.66,Home & Kitchen
267,20.0,Male,Germany,323.22,Home & Kitchen
268,36.0,Female,Germany,308.14,Beauty
269,37.0,Male,Canada,84.09,Electronics
271,24.0,Female,France,8.79,Sports
274,50.0,Male,France,162.48,Beauty
275,57.0,Male,Germany,264.33,Books
278,57.0,Female,UK,150.18,Sports
279,18.0,Male,USA,382.46,Home & Kitchen
281,45.0,Male,USA,237.54,Home & Kitchen
283,67.0,Female,France,228.15,Electronics
284,40.0,Other,UK,426.43,Beauty
285,48.0,Male,France,169.74,Electronics
289,24.0,Male,France,337.05,Electronics
290,33.0,Female,Australia,173.72,Beauty
292,65.0,Female,Germany,163.61,Home & Kitchen
293,69.0,Other,Canada,201.78,Sports
294,66.0,Other,Canada,338.98,Sports
298,29.0,Other,UK,461.47,Beauty
300,54.0,Other,UK,406.52,Sports
301,49.0,Other,Australia,493.39,Sports
302,26.0,Male,France,309.31,Sports
303,58.0,Female,UK,454.85,Sports
306,65.0,Other,Australia,32.62,Clothing
307,33.0,Other,USA,395.54,Sports
308,20.0,Male,Germany,415.75,Books
310,41.0,Female,UK,321.28,Clothing
311,50.0,Other,USA,429.89,Electronics
312,41.0,Female,Australia,442.39,Home & Kitchen
313,69.0,Male,Germany,57.73,Home & Kitchen
315,66.0,Other,Canada,140.75,Sports
316,25.0,Female,USA,365.02,Home & Kitchen
318,55.0,Other,Germany,32.88,Books
320,37.0,Female,UK,207.29,Clothing
321,52.0,Male,Canada,371.91,Home & Kitchen
322,65.0,Male,USA,54.85,Clothing
323,42.0,Other,Australia,407.4,Books
324,52.0,Female,Germany,498.49,Home & Kitchen
325,42.0,Female,Canada,395.19,Clothing
327,35.0,Male,France,286.24,Beauty
328,63.0,Male,Germany,8.05,Clothing
330,19.0,Female,France,450.0,Beauty
334,53.0,Female,France,70.87,Beauty
335,50.0,Male,Canada,91.8,Sports
336,21.0,Female,Germany,400.7,Home & Kitchen
337,50.0,Other,Germany,241.7,Beauty
340,65.0,Other,France,470.64,Home & Kitchen
341,37.0,Male,Canada,288.36,Clothing
342,25.0,Other,Australia,53.86,Books
344,20.0,Other,USA,398.96,Home & Kitchen
346,50.0,Male,Canada,461.72,Electronics
347,65.0,Male,France,275.89,Clothing
348,29.0,Other,Canada,35.89,Books
351,39.0,Female,Germany,195.52,Sports
352,63.0,Male,Australia,499.8,Electronics
353,47.0,Female,Canada,205.66,Home & Kitchen
354,55.0,Female,Canada,275.39,Clothing
355,55.0,Female,Canada,116.57,Clothing
356,62.0,Male,Canada,80.31,Clothing
357,68.0,Other,UK,324.43,Clothing
359,44.0,Other,UK,7.15,Sports
360,44.0,Female,UK,145.97,Beauty
361,51.0,Male,UK,323.57,Sports
362,38.0,Female,Germany,407.06,Electronics
363,47.0,Male,UK,159.62,Electronics
365,45.0,Male,UK,136.3,Sports
366,64.0,Male,Canada,346.74,Electronics
367,50.0,Male,Australia,350.48,Home & Kitchen
368,22.0,Female,France,69.46,Sports
369,65.0,Other,Germany,334.22,Clothing
371,21.0,Female,Australia,90.43,Home & Kitchen
372,52.0,Male,France,252.68,Clothing
377,47.0,Other,Canada,57.51,Home & Kitchen
379,63.0,Male,Germany,260.36,Sports
380,23.0,Female,UK,234.27,Beauty
381,52.0,Other,USA,494.49,Clothing
382,58.0,Male,UK,296.79,Sports
383,54.0,Other,UK,167.08,Sports
384,41.0,Other,France,450.57,Beauty
385,46.0,Male,USA,159.55,Books
387,63.0,Other,UK,249.71,Home & Kitchen
388,48.0,Other,Germany,457.02,Clothing
390,50.0,Female,Canada,340.35,Beauty
392,38.0,Male,Australia,331.52,Electronics
393,49.0,Other,France,381.1,Beauty
396,20.0,Female,France,184.27,Electronics
397,35.0,Female,Germany,426.23,Clothing
398,42.0,Other,USA,358.65,Books
401,20.0,Other,Australia,121.72,Home & Kitchen
403,63.0,Female,Germany,125.03,Sports
405,67.0,Female,Canada,96.39,Books
410,19.0,Male,Germany,318.17,Beauty
412,59.0,Female,France,473.93,Sports
413,19.0,Female,Canada,263.33,Electronics
415,34.0,Female,Australia,335.61,Sports
416,57.0,Male,USA,276.49,Beauty
417,50.0,Female,Australia,402.9,Sports
418,26.0,Other,Canada,92.57,Electronics
419,60.0,Male,Germany,134.17,Clothing
420,65.0,Other,Australia,461.21,Home & Kitchen
423,59.0,Female,Germany,28.64,Home & Kitchen
424,43.0,Other,UK,156.74,Clothing
426,67.0,Male,Australia,210.27,Clothing
427,42.0,Female,France,162.31,Electronics
429,30.0,Male,USA,6.5,Home & Kitchen
430,24.0,Other,France,324.09,Beauty
432,62.0,Female,Australia,332.01,Sports
433,37.0,Male,France,262.69,Sports
435,25.0,Other,Canada,406.19,Sports
437,33.0,Male,Germany,22.14,Books
438,31.0,Other,France,20.07,Sports
439,29.0,Female,France,420.28,Home & Kitchen
440,68.0,Female,USA,289.49,Books
441,40.0,Female,France,478.93,Sports
442,32.0,Female,Canada,218.64,Electronics
444,51.0,Male,Germany,239.25,Electronics
445,19.0,Female,Germany,221.09,Beauty
446,49.0,Female,Canada,261.0,Sports
447,40.0,Other,Canada,404.93,Beauty
450,42.0,Male,France,368.57,Books
454,69.0,Other,USA,284.16,Electronics
455,59.0,Male,France,231.47,Electronics
456,23.0,Male,UK,321.99,Books
457,32.0,Female,UK,363.24,Beauty
458,60.0,Female,Germany,116.75,Sports
459,54.0,Female,France,251.04,Beauty
460,50.0,Other,UK,231.8,Electronics
462,61.0,Female,USA,418.05,Clothing
464,22.0,Female,USA,40.98,Electronics
465,56.0,Female,Australia,231.66,Beauty
467,23.0,Female,Canada,353.69,Books
468,62.0,Male,Canada,288.03,Home & Kitchen
469,49.0,Female,Germany,138.71,Sports
470,69.0,Male,Canada,475.48,Books
471,47.0,Other,France,149.41,Electronics
474,57.0,Female,France,259.38,Home & Kitchen
475,69.0,Male,Germany,480.62,Clothing
477,30.0,Female,USA,460.9,Books
479,59.0,Male,Canada,276.44,Sports
480,47.0,Male,Canada,420.88,Sports
481,36.0,Other,Germany,452.23,Electronics
483,36.0,Female,USA,440.18,Home & Kitchen
484,45.0,Female,Canada,366.72,Electronics
485,43.0,Other,France,16.99,Beauty
486,54.0,Male,UK,160.9,Home & Kitchen
488,40.0,Male,UK,81.61,Clothing
490,29.0,Female,Canada,42.0,Electronics
493,64.0,Other,France,159.41,Electronics
494,51.0,Female,France,84.06,Clothing
498,57.0,Other,USA,142.86,Clothing
499,62.0,Other,Canada,124.67,Beauty
501,33.0,Male,UK,48.18,Home & Kitchen
503,22.0,Male,UK,412.0,Sports
504,39.0,Male,USA,333.52,Home & Kitchen
505,46.0,Female,Canada,213.49,Home & Kitchen
510,68.0,Other,Germany,464.39,Clothing
511,54.0,Male,Australia,39.94,Beauty
514,31.0,Other,Canada,63.28,Books
515,45.0,Male,UK,95.87,Home & Kitchen
520,63.0,Other,France,451.82,Beauty
522,22.0,Female,France,202.44,Sports
523,29.0,Male,Germany,382.69,Books
524,33.0,Other,Australia,444.85,Clothing
525,43.0,Male,USA,171.34,Clothing
526,43.0,Other,Australia,86.4,Home & Kitchen
533,54.0,Other,UK,457.74,Electronics
534,40.0,Female,Canada,206.88,Clothing
535,27.0,Other,Australia,225.75,Electronics
537,53.0,Other,Germany,163.86,Beauty
538,51.0,Female,Australia,203.42,Sports
545,22.0,Female,Australia,358.44,Sports
547,21.0,Other,UK,46.22,Sports
549,41.0,Female,USA,128.47,Books
550,33.0,Male,Australia,77.05,Books
551,19.0,Other,Germany,182.72,Sports
554,49.0,Male,USA,488.36,Books
555,44.0,Other,Australia,441.01,Home & Kitchen
556,37.0,Male,UK,437.12,Electronics
558,29.0,Male,Australia,481.62,Sports
559,67.0,Other,Germany,343.59,Beauty
560,52.0,Male,Canada,416.84,Clothing
563,68.0,Other,Germany,444.01,Clothing
564,60.0,Male,France,245.78,Home & Kitchen
566,29.0,Other,USA,131.16,Electronics
567,20.0,Female,Australia,496.23,Books
573,61.0,Female,Germany,240.74,Clothing
575,30.0,Male,France,250.54,Books
577,48.0,Other,UK,330.54,Clothing
578,63.0,Other,Australia,95.23,Beauty
581,67.0,Male,UK,48.99,Sports
582,52.0,Female,Germany,303.16,Clothing
583,40.0,Female,Australia,49.87,Books
584,34.0,Male,France,82.71,Sports
586,25.0,Male,UK,224.78,Books
587,46.0,Female,USA,276.51,Sports
588,43.0,Male,Australia,440.54,Home & Kitchen
589,27.0,Other,Germany,409.53,Books
590,43.0,Other,Australia,444.55,Beauty
595,21.0,Other,Germany,263.04,Beauty
596,67.0,Female,UK,57.36,Books
597,62.0,Female,Germany,75.26,Clothing
602,38.0,Other,Germany,11.15,Electronics
604,27.0,Female,UK,387.32,Electronics
605,54.0,Other,France,89.23,Home & Kitchen
606,26.0,Other,UK,94.58,Home & Kitchen
607,41.0,Male,UK,19.28,Electronics
608,52.0,Male,France,258.66,Beauty
609,66.0,Male,Germany,329.02,Clothing
613,35.0,Female,France,391.86,Beauty
614,66.0,Female,Germany,21.59,Beauty
615,56.0,Female,UK,392.99,Electronics
616,49.0,Female,USA,334.84,Clothing
617,41.0,Other,Canada,124.51,Sports
618,40.0,Other,Australia,264.75,Sports
619,49.0,Male,Germany,29.4,Beauty
621,29.0,Male,USA,91.15,Sports
622,66.0,Other,USA,16.04,Sports
626,52.0,Other,Canada,332.82,Beauty
627,58.0,Female,France,203.98,Sports
628,47.0,Female,USA,499.75,Electronics
632,65.0,Other,USA,254.93,Beauty
634,39.0,Other,France,349.27,Electronics
636,36.0,Other,Germany,257.62,Home & Kitchen
637,66.0,Male,France,252.56,Clothing
638,53.0,Other,Germany,412.77,Electronics
639,29.0,Male,UK,463.85,Electronics
642,29.0,Male,USA,346.36,Beauty
643,26.0,Female,Canada,129.43,Books
644,24.0,Female,USA,483.44,Beauty
646,31.0,Male,Germany,218.44,Sports
647,48.0,Female,USA,393.25,Electronics
650,64.0,Female,France,354.85,Sports
651,33.0,Female,USA,205.28,Books
655,42.0,Female,Germany,341.82,Electronics
657,38.0,Male,Australia,149.48,Sports
658,53.0,Female,Canada,233.37,Clothing
659,40.0,Male,Australia,412.45,Books
661,56.0,Male,France,183.16,Clothing
664,56.0,Male,France,372.21,Books
668,52.0,Male,UK,475.28,Electronics
669,40.0,Female,UK,278.25,Beauty
670,46.0,Female,Australia,166.8,Clothing
671,60.0,Male,UK,47.58,Beauty
672,28.0,Female,France,190.97,Electronics
673,35.0,Male,UK,286.48,Books
676,26.0,Female,France,472.26,Clothing
681,24.0,Female,Canada,275.07,Books
682,63.0,Male,France,170.74,Sports
683,30.0,Female,UK,43.32,Beauty
686,26.0,Other,USA,309.65,Books
687,67.0,Other,Australia,358.99,Clothing
688,44.0,Male,Australia,344.21,Clothing
689,19.0,Male,Australia,71.48,Home & Kitchen
692,54.0,Female,Australia,202.55,Electronics
695,25.0,Other,USA,131.31,Beauty
696,65.0,Male,Germany,32.71,Home & Kitchen
697,62.0,Male,Canada,343.69,Beauty
698,18.0,Other,Germany,314.53,Sports
699,39.0,Female,USA,339.5,Home & Kitchen
702,24.0,Other,USA,184.04,Clothing
704,62.0,Male,UK,39.35,Books
705,21.0,Male,Canada,141.34,Beauty
706,53.0,Other,Canada,303.46,Books
709,36.0,Female,France,72.7,Clothing
710,61.0,Other,Canada,16.29,Electronics
711,56.0,Female,Canada,432.43,Books
713,27.0,Female,France,82.64,Home & Kitchen
714,43.0,Other,Australia,90.49,Clothing
716,56.0,Female,Germany,328.94,Books
717,20.0,Male,USA,478.39,Sports
718,62.0,Male,USA,401.02,Electronics
721,45.0,Male,Canada,411.3,Sports
723,45.0,Other,USA,414.37,Electronics
725,58.0,Male,Germany,340.83,Clothing
727,18.0,Male,Germany,317.2,Sports
728,20.0,Other,USA,255.86,Sports
729,30.0,Female,Australia,233.46,Sports
731,66.0,Other,France,254.68,Home & Kitchen
732,42.0,Other,Germany,20.83,Clothing
735,23.0,Other,UK,443.17,Beauty
736,61.0,Other,France,318.18,Sports
738,49.0,Male,UK,64.27,Beauty
744,28.0,Other,Australia,379.02,Books
745,54.0,Other,France,209.16,Sports
746,53.0,Other,Australia,37.0,Home & Kitchen
747,52.0,Female,USA,294.64,Sports
749,37.0,Other,USA,287.97,Sports
751,64.0,Other,France,465.1,Sports
755,32.0,Female,Australia,161.15,Home & Kitchen
756,48.0,Male,Canada,228.26,Home & Kitchen
758,20.0,Female,France,348.28,Clothing
759,33.0,Male,Australia,442.22,Books
760,40.0,Male,Australia,488.55,Books
763,27.0,Male,Australia,327.67,Clothing
765,33.0,Male,USA,469.26,Home & Kitchen
766,25.0,Male,Australia,451.56,Books
767,55.0,Female,Germany,494.08,Home & Kitchen
768,29.0,Male,Canada,431.66,Home & Kitchen
770,45.0,Female,Australia,358.88,Books
772,45.0,Male,Canada,291.17,Books
774,43.0,Male,Canada,471.39,Beauty
775,25.0,Other,Canada,287.42,Electronics
778,45.0,Female,France,62.08,Sports
783,34.0,Male,France,486.66,Home & Kitchen
784,26.0,Male,Canada,149.2,Sports
787,30.0,Other,Australia,302.95,Beauty
790,46.0,Male,France,254.0,Electronics
791,30.0,Female,Australia,102.63,Clothing
792,63.0,Other,France,187.65,Books
793,52.0,Male,UK,139.72,Books
794,23.0,Female,UK,212.46,Beauty
796,68.0,Other,Canada,314.41,Electronics
800,19.0,Other,USA,48.89,Books
801,27.0,Male,USA,399.55,Beauty
802,47.0,Other,Canada,241.19,Clothing
803,67.0,Female,France,275.49,Clothing
804,62.0,Female,UK,299.92,Sports
806,50.0,Male,UK,445.6,Electronics
808,35.0,Male,Germany,470.38,Beauty
809,49.0,Female,Canada,405.68,Electronics
810,64.0,Female,UK,445.17,Beauty
812,28.0,Other,Australia,425.31,Clothing
813,38.0,Male,France,40.77,Books
814,43.0,Other,France,374.37,Clothing
816,39.0,Female,Canada,183.25,Beauty
817,44.0,Male,UK,96.17,Beauty
818,66.0,Male,UK,224.51,Electronics
820,50.0,Other,France,28.79,Home & Kitchen
821,51.0,Other,Canada,416.1,Electronics
823,52.0,Male,Canada,394.82,Electronics
825,38.0,Female,France,376.69,Clothing
828,45.0,Male,Canada,293.41,Beauty
829,34.0,Male,USA,430.66,Home & Kitchen
830,22.0,Other,UK,177.96,Books
831,48.0,Male,Germany,29.79,Sports
832,22.0,Female,Canada,376.18,Home & Kitchen
834,20.0,Other,UK,239.75,Sports
835,40.0,Female,France,124.02,Clothing
836,54.0,Female,Canada,414.41,Electronics
837,54.0,Female,USA,479.36,Beauty
839,27.0,Other,UK,120.52,Beauty
840,36.0,Male,UK,98.83,Electronics
841,34.0,Male,USA,338.24,Books
844,26.0,Other,Canada,82.75,Home & Kitchen
845,63.0,Other,Australia,210.29,Electronics
846,18.0,Male,USA,155.1,Sports
848,62.0,Other,UK,112.53,Beauty
849,30.0,Male,Canada,309.33,Books
850,21.0,Female,UK,191.98,Home & Kitchen
851,18.0,Female,Canada,176.42,Electronics
852,66.0,Male,France,156.25,Clothing
854,49.0,Female,Canada,283.4,Home & Kitchen
855,51.0,Other,Germany,426.6,Home & Kitchen
859,56.0,Female,USA,174.96,Books
860,43.0,Female,Germany,93.93,Clothing
861,51.0,Other,USA,46.34,Beauty
863,67.0,Other,France,340.08,Home & Kitchen
867,22.0,Male,Germany,378.96,Sports
869,47.0,Male,Australia,393.46,Home & Kitchen
870,34.0,Female,USA,483.85,Beauty
871,65.0,Female,Canada,440.84,Home & Kitchen
873,40.0,Other,UK,291.86,Home & Kitchen
875,54.0,Male,Germany,177.9,Home & Kitchen
876,38.0,Female,UK,400.62,Beauty
879,28.0,Male,Germany,131.09,Sports
880,68.0,Male,Canada,10.63,Electronics
881,56.0,Other,Australia,318.18,Electronics
882,55.0,Female,Canada,228.69,Home & Kitchen
883,51.0,Female,Canada,34.61,Electronics
885,67.0,Other,Canada,88.44,Sports
886,51.0,Female,USA,316.73,Home & Kitchen
888,47.0,Female,Canada,89.71,Books
889,32.0,Male,USA,208.91,Sports
891,68.0,Male,UK,328.28,Clothing
893,69.0,Other,France,411.9,Books
896,41.0,Female,Germany,310.45,Home & Kitchen
897,32.0,Male,Germany,16.19,Sports
899,59.0,Female,USA,167.07,Sports
900,68.0,Other,USA,15.81,Books
904,21.0,Male,Canada,274.02,Clothing
905,27.0,Female,France,499.57,Home & Kitchen
906,34.0,Other,Germany,444.03,Clothing
908,34.0,Other,USA,68.3,Books
910,41.0,Male,Australia,126.37,Clothing
913,23.0,Other,France,35.28,Sports
915,30.0,Male,Canada,247.67,Beauty
917,60.0,Male,Canada,243.85,Clothing
919,28.0,Female,Australia,304.82,Sports
920,68.0,Male,Canada,485.2,Books
921,64.0,Male,Germany,491.43,Home & Kitchen
922,40.0,Male,Australia,265.83,Beauty
923,33.0,Male,UK,423.37,Home & Kitchen
925,28.0,Female,Australia,267.92,Books
926,33.0,Other,Australia,341.06,Books
930,21.0,Female,Canada,196.4,Beauty
931,42.0,Other,Germany,325.58,Clothing
932,20.0,Female,Australia,495.9,Clothing
933,49.0,Male,Canada,122.08,Electronics
934,20.0,Female,Canada,459.31,Books
936,46.0,Other,Canada,465.84,Home & Kitchen
938,67.0,Female,USA,15.37,Sports
940,36.0,Female,France,30.22,Sports
942,22.0,Female,Germany,216.78,Home & Kitchen
943,35.0,Female,France,332.78,Home & Kitchen
944,45.0,Female,Germany,120.92,Clothing
946,39.0,Male,Canada,140.72,Home & Kitchen
947,38.0,Other,Canada,133.81,Electronics
948,23.0,Other,USA,160.73,Clothing
949,18.0,Female,USA,233.93,Electronics
951,58.0,Male,UK,300.93,Books
952,29.0,Male,USA,20.67,Electronics
954,63.0,Male,USA,231.65,Beauty
955,51.0,Male,USA,125.06,Electronics
957,31.0,Other,USA,354.3,Clothing
959,62.0,Female,Canada,161.74,Books
960,44.0,Other,France,341.75,Books
961,26.0,Male,France,80.38,Beauty
965,64.0,Male,Australia,387.28,Electronics
969,34.0,Other,Canada,93.86,Books
970,43.0,Other,Canada,268.21,Clothing
971,53.0,Other,UK,459.32,Books
975,52.0,Male,Germany,49.63,Home & Kitchen
977,32.0,Male,Canada,425.59,Beauty
978,64.0,Female,Germany,10.48,Books
979,39.0,Male,UK,43.12,Sports
982,45.0,Other,Canada,149.47,Beauty
983,40.0,Male,USA,82.85,Home & Kitchen
984,31.0,Female,Canada,276.96,Beauty
987,62.0,Female,France,473.59,Books
988,43.0,Male,France,143.67,Beauty
991,24.0,Female,Germany,350.16,Sports
992,20.0,Other,USA,164.08,Clothing
993,64.0,Other,UK,402.36,Home & Kitchen
996,60.0,Other,UK,496.6,Home & Kitchen
998,62.0,Female,UK,212.95,Electronics
1000,55.0,Other,USA,334.34,Sports
1001,52.0,Male,Australia,390.33,Home & Kitchen
1002,68.0,Male,Germany,235.83,Clothing
1004,42.0,Male,Canada,396.02,Clothing
1005,54.0,Female,Australia,158.07,Beauty
1006,45.0,Male,France,474.5,Sports
1007,27.0,Other,Germany,480.72,Clothing
1008,56.0,Female,USA,210.45,Beauty
1013,61.0,Male,Canada,316.36,Books
1015,34.0,Other,France,119.52,Books
1018,42.0,Female,USA,114.63,Electronics
1019,21.0,Male,Canada,30.26,Books
1020,27.0,Female,Canada,381.16,Beauty
1022,58.0,Female,Australia,190.92,Books
1024,35.0,Other,Australia,256.06,Clothing
1025,64.0,Female,Germany,107.06,Home & Kitchen
1026,53.0,Other,Australia,336.97,Beauty
1028,39.0,Male,Germany,75.44,Home & Kitchen
1029,51.0,Male,France,268.79,Sports
1031,25.0,Female,Canada,97.19,Beauty
1032,57.0,Other,Australia,447.76,Sports
1033,66.0,Female,USA,244.0,Electronics
1036,59.0,Other,Australia,241.1,Beauty
1037,58.0,Other,Canada,10.02,Electronics
1038,54.0,Other,Canada,20.8,Home & Kitchen
1039,23.0,Other,France,32.48,Books
1040,69.0,Other,USA,271.38,Books
1041,43.0,Female,UK,171.36,Beauty
1042,51.0,Other,UK,447.09,Sports
1044,23.0,Other,Australia,381.15,Home & Kitchen
1050,23.0,Female,UK,220.72,Beauty
1051,65.0,Other,USA,420.06,Sports
1054,28.0,Female,France,93.97,Beauty
1056,48.0,Female,Australia,129.94,Books
1057,41.0,Other,USA,478.01,Books
1058,26.0,Male,UK,248.04,Electronics
1059,20.0,Female,Canada,9.43,Beauty
1061,48.0,Male,Australia,145.74,Books
