User ID,encoded_0,encoded_1,encoded_2,encoded_3,encoded_4,encoded_5,encoded_6,encoded_7,encoded_8,encoded_9
25,0.25390103,0.67245483,-1.299497,-0.4225591,0.69400203,-0.8114403,0.21891086,-0.06913215,0.22990993,-0.04073829
27,0.3983647,0.3960567,0.63833636,1.3909352,-0.63716936,0.23733515,0.06723215,-0.003981121,-0.6385523,-0.6716501
29,-0.7490525,0.7283565,0.04538861,-0.6487806,-0.107702345,0.12985228,0.47447982,-0.39631057,0.45495546,-0.73298246
30,-0.16700445,0.2355048,-0.24888201,0.025976494,-0.23104307,0.76479524,0.50842774,0.92739844,0.23710147,0.31561482
31,0.099719435,0.722525,-0.5214121,-0.8576376,-0.3139254,-0.10610837,-0.78924537,-1.1090623,1.1305811,-0.0744094
32,-0.13455398,0.52234614,0.82329035,-0.32610744,0.2706794,-0.069183715,0.44538444,0.8453852,-0.56177986,0.04051466
35,-0.08529792,0.12602548,-0.25016537,-0.4078118,0.4422338,-0.18872237,0.44227064,0.31860033,-1.1279547,0.27079478
36,0.53612554,-0.1483101,0.035205282,0.035494912,-1.3428704,0.11544922,0.7724628,-0.071626484,-1.3331691,-0.27533066
37,0.061029214,-0.004412522,0.9797848,-0.6630245,0.37873596,0.35760945,0.63426715,-1.2162987,-0.03170394,0.13123754
38,0.55050004,-0.28508964,0.7446168,-0.79102767,0.2814464,1.2458953,0.040186998,-1.1346723,0.50156635,0.00018529594
40,-0.76355565,0.010667678,0.414741,-1.4213433,0.46071807,0.2296491,0.8537285,0.19749384,0.7584861,0.42410687
41,0.66636467,-0.93107045,-0.249294,0.06563232,1.1999412,-0.20939073,-0.915639,0.9677429,-0.2524488,-0.6362032
46,-0.25991032,0.14945698,-1.2999879,0.1978316,1.1009243,-0.6456847,0.17187159,-0.08842481,-0.035622988,-1.1068361
48,0.32170933,0.4909098,0.83777094,1.2354099,-0.7794305,0.34398028,0.12692252,-0.06267194,-0.52579796,-0.63297856
51,0.40543637,0.11927724,-0.43973035,-0.0988281,0.8329215,-0.72435594,-1.2216704,-0.3209422,-0.46100202,-0.44302765
52,0.01115029,0.5937564,1.5298616,-0.92367303,-0.3274671,1.3294966,0.23265962,0.8695551,0.19819269,-0.06969773
53,0.529576,-0.87437,-0.09386485,-0.2604269,-0.40640897,0.5307796,-0.48057908,0.6604932,-1.1333814,-0.0047647404
54,-0.72709846,0.24645786,0.17438738,0.35571074,-1.0837567,0.94889617,0.93639636,0.8170001,-0.05726664,-0.7272459
56,0.0785056,-0.5674927,0.5473789,0.19245985,-0.76219887,0.30721998,1.2897857,0.66712195,-0.7146498,0.20113958
59,0.7686707,-0.6360756,-1.1956242,0.118166216,1.0710313,-0.35282832,-0.24451455,-1.0460488,-0.5636946,-0.62670016
61,0.93181276,0.32313633,-0.7766041,0.9324961,-0.4538687,0.023325263,0.18788208,-0.35371557,-0.38531053,-0.20670465
64,0.30537206,-0.3199237,0.48723322,0.50390255,-0.0630736,0.38438192,0.6505523,-0.43298587,-1.3376393,-0.023548458
65,-0.008654048,0.6357539,-0.34439266,0.48803586,-1.4093004,0.4488399,0.9744364,1.1680391,-0.30776715,-0.02680625
66,0.28719652,-0.05095216,0.77439547,-0.6282935,-0.41387632,-0.17164421,0.8963444,-0.31110966,-0.58637655,0.37763536
68,-0.29149482,0.096399896,1.284075,-0.8100816,-0.25368187,-0.42243797,-0.08741081,0.5451639,-0.14637357,0.038351033
69,0.9114628,-0.74885404,0.021839326,0.78388697,0.03502494,1.233588,-0.009669314,-0.119570956,-1.118361,-0.2811756
70,0.5376762,-0.70843136,-0.3094718,0.67094487,0.95626414,-0.10395288,0.3146923,-0.4363684,-1.2839485,-0.16541481
72,0.10494163,0.79568875,1.1015817,-0.53034675,-0.88119406,0.19160923,-0.7106292,-0.35698998,-0.46267438,-0.08256739
74,-0.4326243,0.18066008,0.1984828,0.29246825,-0.9841849,0.74020046,-0.41432497,-0.59426254,-0.20692971,-0.7783915
75,0.12972696,0.030266725,0.23173212,0.20506091,-0.12803377,1.643273,-0.053844124,0.06510828,-1.0333291,-0.08047895
77,-0.68375236,0.05616045,1.3703837,-0.695632,-0.9160991,0.67344004,-0.110828735,-0.5291993,-0.84239733,0.24163558
78,-0.6596437,0.14236282,-0.35535145,-0.1562919,-0.015008307,0.5193041,0.5807613,0.33703762,0.73905134,-0.70476204
79,0.27804163,0.2849205,-0.23342521,0.15932256,1.5109818,-0.39373267,-0.34721124,0.114115015,-0.78744215,0.22332558
80,0.034602303,1.0343497,0.16427794,-0.56002825,0.5382614,0.020008203,-0.5174696,-0.33700487,-0.12199606,-0.114903435
81,-0.27448693,0.23131014,0.55202794,0.3763301,-0.25188616,0.85294974,0.4865136,0.0155463815,-1.7242092,0.1314495
83,-0.15505563,0.9137774,0.6392946,-1.2434437,0.35271183,-0.07939624,0.032490097,0.20101076,0.41782477,-0.563398
84,0.99063,-0.57638294,-0.63244647,0.47351754,0.4811575,-0.055364225,-0.36036682,-0.8602178,0.2696489,-0.09414343
85,0.6808345,-0.45019165,-0.8047459,0.27702388,0.43005937,-0.055358652,-0.11051518,-0.88705367,-0.81320804,-0.57056457
86,0.6474343,-0.8545867,-0.32765976,0.45494136,-0.46923456,-0.01057129,0.44860876,0.49194497,0.23595297,0.06031394
87,0.74201185,0.5011268,-0.38290772,0.46195677,-0.5911265,0.1503208,0.26801792,-0.62491447,0.037801433,-0.11936648
88,-0.24620853,-0.7218913,0.36668572,-0.6579837,-0.5175889,0.9708449,-0.42640918,-0.2268081,0.08010008,0.6320697
89,-0.020002065,-0.3440069,0.15916368,-0.15583955,-0.3330317,1.4097437,0.45676437,1.1662081,-0.34508675,0.0075087296
91,-0.48421654,0.3002194,0.40319476,-0.95755935,1.0532346,0.34691805,0.13969587,-0.89458436,-0.04930562,0.21884143
92,-0.1952287,0.48119003,-0.031657964,0.33791688,0.60217774,-0.14334369,0.12987334,0.652881,0.10838341,-1.0605031
94,0.37952,0.071299516,-0.48971358,0.4777885,-0.8420349,-0.038574766,0.6408777,-0.31250256,0.1494654,0.4842294
96,0.33421752,0.42027768,-0.15743391,-0.2023916,-0.03740149,-0.9473128,-0.4560038,0.6095679,0.43562502,-0.3502638
98,0.2036305,1.0997158,-0.16010879,-0.68172824,0.6836025,-0.68887144,0.14528072,0.302253,1.1026605,-0.2277894
100,0.6438206,-1.0947758,-0.12764971,0.11457243,0.046435356,0.78938615,0.518337,0.67725205,-0.053086627,-0.08708329
101,-0.2658343,0.14199126,-0.8682883,-0.7150564,-0.25958848,-0.48385724,-0.39160636,-0.71529144,1.1920382,0.5195797
102,0.25233573,-0.22559549,-1.071227,0.711485,-0.996292,-0.36157906,0.0078111165,1.2613065,-0.40044594,-0.18690541
103,0.6266571,-0.9094008,-0.56568044,-0.07734724,0.36557922,-0.35868502,0.2792134,0.115848914,1.0016396,0.064322695
104,0.1924408,-0.5401641,-1.0036744,-0.28427616,-0.20386146,-0.6498668,-0.3887991,-0.017740829,-1.0194651,-0.4714709
107,0.800488,-0.08169195,0.54706204,1.0955174,-0.04365651,-0.09623333,0.16270828,0.33196518,-1.6727774,0.28534392
108,-0.2478518,0.2875004,-0.008059463,-1.5160942,1.0265094,-0.34028757,0.3459551,-0.33999994,0.046707377,0.41664755
109,1.0750568,-0.8438941,0.17129286,0.15400484,-0.43015125,0.74052364,0.29546198,0.4451497,-1.2529589,0.048756268
110,-0.0038371694,-0.072803065,-0.7112855,-0.9923764,1.5218291,-0.6495845,0.19446643,-0.11145718,-0.33314547,0.24478793
111,-0.13769814,-0.10809753,0.09159215,0.58196574,-0.08422216,-0.43285868,-0.4079417,0.7212539,-0.21741916,-1.164781
112,0.02628422,0.38526875,1.1026312,-0.4613239,-0.058976687,-0.040619247,0.45859396,-0.18168794,1.1022989,-0.93044645
113,0.32748777,-0.013584375,0.47937697,0.7200761,-0.14678538,-0.1488955,0.37581936,0.46060812,-0.05663451,-1.0728459
114,-0.23890434,0.19963591,-0.9897871,0.7127105,0.8087643,0.36954087,-0.16648363,-0.44912967,-0.37368307,-0.9063167
115,0.90859735,-0.36805084,0.15163265,-0.39514887,0.9761119,-0.8987593,-0.24907558,-0.034116898,1.2280241,-0.12964597
116,-0.52575076,-0.54845655,-0.45408294,-0.9452201,-0.49748236,0.028203702,-0.011450646,0.12682422,0.2095874,-0.25315976
117,0.48614892,-0.81859267,-0.4235837,-1.4305747,0.830421,0.065386415,-0.8401025,-0.075064465,0.11050658,0.05358072
120,0.32978636,-0.8957139,0.25678137,-0.41374078,0.12562561,0.8510667,0.2538622,-0.5752412,0.3935495,0.61016977
121,-0.029709255,1.137435,0.37488976,-0.66581655,0.348757,0.12192039,-0.45616016,-0.37474492,-0.046803538,-0.08082246
122,-0.61436254,-0.6464756,0.15602723,-0.6296973,-0.1964535,-0.2060251,0.07523299,0.6216373,-0.22054723,0.14013162
123,1.0995467,-0.100517675,0.4432799,1.2445261,-0.63508683,0.12844126,-0.31270212,0.23176922,-0.6870552,0.27954754
126,0.5802704,-0.02398549,-0.50557506,0.66780674,-1.0415893,-0.083081156,0.9541864,0.7509772,-0.09240233,-0.045961045
127,0.17694186,0.41626012,-0.7903305,-0.96339405,1.0972728,-0.07329927,-0.03297401,-0.07822546,0.4960358,0.45159036
130,0.77427524,-0.041855816,0.15822005,-0.30298305,0.54062414,-0.6675896,0.057061438,0.065260775,-0.045612562,-0.7648547
131,0.4772556,-0.102548145,0.41697362,-0.12063102,0.28576127,0.44962302,-1.175777,0.1517269,-0.26266587,0.10172858
133,-0.8747132,-0.13962534,0.19758376,0.23478554,-1.2540919,0.56482136,0.081522524,-0.3558044,0.110951446,-0.1946079
137,0.81561965,-0.42625216,0.32242745,-0.06552759,-0.887979,-0.19995861,0.25173765,-0.2274115,-0.10157789,0.19956161
138,0.17297369,0.56008416,-0.6516811,-0.29740846,-0.5589216,-0.04342429,-0.72962654,-0.6778345,0.47630453,-0.15400153
139,0.27642772,-0.9104242,-1.2344898,0.8636822,0.7051064,-0.3863521,0.5511971,0.3542461,0.26897854,-1.0239289
141,-0.22782803,0.09247193,0.24478324,-0.67391175,-0.94462144,0.68063414,-0.49535742,-0.82084113,-0.6032937,-0.31570294
142,-0.37001953,0.4985606,-0.3419357,-1.6079255,0.2415773,-0.049576275,0.2475601,-0.58129203,0.15328927,-0.1279308
144,-0.24212907,-0.56685394,0.27033404,0.6033642,-0.44043916,0.27654642,-0.33088958,0.21817178,-1.9498928,-0.1158514
146,0.6094748,-1.0025798,-0.42750344,-0.25111586,0.02784893,0.31307805,-0.6151827,0.6166831,-1.0307031,-0.07827863
147,-0.105656005,-0.86542726,0.14641382,-0.19832051,-0.55019933,0.95889294,-0.4129136,0.055065464,-0.36837497,0.56354535
148,0.33285215,0.8379541,-1.1866045,0.37991774,0.19123389,0.10883779,-0.1327191,-0.262719,-0.08601519,-0.13842414
149,-0.37033492,0.30920964,0.8820529,-0.19151185,-0.5392952,-0.06318079,-0.20715006,0.3982595,0.5210475,-0.96825683
150,0.943496,-0.101597,0.6629337,0.1139095,0.49127978,0.59308183,-0.35041678,-0.15686011,-0.08988199,0.16893893
151,0.12857287,-0.12792073,-0.9877881,0.37921336,-0.76641005,-0.41909695,-0.07328287,1.0037856,-0.04763554,-0.17939058
152,0.4035902,0.39193377,-0.063554846,0.2865037,-0.52962416,-0.73315406,-0.30843225,0.9583111,-0.09664842,-0.39981586
155,0.06704808,0.09163508,-0.01679744,-0.05000718,0.30809224,0.37358046,0.14844634,-1.3672774,0.80976576,-0.74600196
158,-0.2619724,0.6452019,1.2549005,-0.32639945,-0.3308664,0.21998075,0.63760096,0.91985613,-0.7211172,0.09359502
159,-0.97075,0.3944105,0.32408458,0.3521804,-1.2067019,1.1155608,0.7530099,-0.30862886,0.049790774,-0.089447
160,0.555808,0.4941539,-0.3763798,-1.1097354,0.23386714,-0.927702,0.47342947,-0.9148519,1.1962011,-0.0013887798
161,-0.53627324,1.2382706,0.80456287,-0.3465037,0.1714282,0.47024068,-0.24369796,-0.5610386,0.8878045,-0.52750885
162,-0.011584303,0.008714225,0.33902657,-0.64350647,1.0023745,-0.6600364,-0.96725744,-0.29179114,-0.101409175,0.2994321
163,0.35905495,0.21351132,-0.4768562,0.5930398,-1.6952105,-0.4076341,0.049339596,0.8120117,-1.1626623,-0.11430547
164,-0.040849764,0.32069218,0.34157452,-0.65768456,1.1947298,-0.51562166,0.20772259,0.56127375,-0.011710152,0.012252885
165,0.302494,-0.37924764,0.17693712,-0.76036257,-0.79997104,-0.42879412,-0.5043858,-0.23249975,0.24314773,0.14071022
166,0.6108541,-0.2931934,-0.5871432,-0.24222945,0.5697865,-0.09866384,-0.11422412,-1.214633,-0.29063797,-0.44376853
167,-0.07734339,-0.20187446,-0.2718779,-1.4084055,-0.25033715,-0.48780897,-0.26890722,-0.5676683,-0.086843975,-0.27073455
168,0.14771713,1.1981523,0.065861985,-0.7760436,0.4219203,-0.5330254,0.19412774,0.29283807,1.1299984,-0.18368515
169,0.41714877,0.2957703,0.22744845,1.0272275,0.14030463,-0.107218295,-0.17120036,-0.2525787,-0.108245745,-0.732701
170,-0.73719776,-0.55217767,0.32518762,-0.9151751,-0.07065664,-0.013734048,-0.09938398,-0.499042,0.03632874,0.7876115
171,0.9663353,-0.15052685,0.5468437,-0.020662796,0.7551415,0.4917896,-0.43861303,-0.24394894,0.09063549,0.1538711
172,0.09255234,0.49808863,-0.61458063,-0.3422821,1.0522418,0.57380617,-0.33227855,-0.7554644,0.64138657,0.24410775
173,0.002721044,-0.3862491,0.3689974,-0.051415924,0.29082528,-0.78340423,-0.31504667,0.8288101,-0.745269,-0.22090445
174,-0.19529827,-0.6530529,0.5070417,-0.5175429,-0.8853584,1.1039461,-0.11657572,0.9291912,-0.019377582,0.0016088719
177,0.29194745,0.36464465,0.046189696,-0.19718334,0.16543333,-0.4117216,-1.0538771,-0.28245607,-0.49240005,-0.33670652
178,0.23745747,0.619043,0.41094187,-0.08532384,-0.91986275,-0.4850971,-0.17154002,0.80443996,0.12640336,-0.31192255
179,0.12771647,-0.5538877,0.11401524,0.30683267,0.4318404,-0.8755168,-0.36935088,1.0332834,-1.0922266,-0.36094865
180,0.07834696,0.64592564,0.16558416,-0.71146286,1.1510562,-0.17976853,-0.15853211,0.49867252,1.1462095,0.10037728
181,-0.2017081,0.3448132,1.0992008,-0.8890655,0.2657258,-0.26951692,-0.7210782,-0.35601148,0.023057044,0.5113104
184,0.25866193,-0.95886093,-1.089221,-0.7657026,0.6104638,-0.42766243,0.5544292,-0.24628308,0.63410443,-0.37286055
185,0.5657573,0.49678603,-0.24201368,-0.81921107,-0.11780526,-0.7689511,0.5556161,-0.6835003,0.8226958,0.033015653
189,0.19238167,0.6239594,0.40395802,0.26598772,-0.3875872,0.12636556,0.24076065,1.1147223,-1.2135069,-0.70910585
190,0.023546463,-0.82645005,-0.702913,-0.10627929,0.029725164,-0.34702536,-0.71332145,-0.4518477,0.6912963,0.49180776
191,0.75356305,-0.026550803,0.18410914,-0.37315762,0.56238806,-0.6680604,0.05888739,0.019700358,0.023394186,-0.75584877
192,-0.2581509,0.9137915,0.062410034,-0.21955176,-1.4055758,0.56310874,1.0307786,0.79059994,0.44001698,0.1151511
193,0.8246944,-0.36370298,0.8289982,-0.3851726,0.49546206,0.32810876,0.037612367,0.42614013,0.33512783,-0.27844208
194,-0.17849015,-0.43648413,-0.33578697,0.75820327,-0.20180659,0.4575055,0.5804607,0.46497118,-1.7095037,0.6387478
196,-0.14117812,1.256667,-0.11558911,-1.1648351,-0.42087126,-0.10751409,0.5342567,-0.3594828,0.77945817,0.19187605
197,1.0323329,-0.6062318,-0.14129022,0.30497319,0.7722118,-0.89326,-0.23529485,0.3590063,0.46816808,-0.24317724
200,-0.14571373,-0.43245402,-0.14642991,-0.9495474,0.66918504,1.0081482,0.1874169,0.6078948,0.74449325,0.09405122
201,-0.13306332,0.012175776,-0.009917276,0.4853497,0.4098851,0.46992937,0.28772587,0.038577247,-1.6700797,-0.002324367
203,0.31267205,-0.11576967,0.78520656,-0.20073475,-0.7990955,-0.012939028,0.99917275,-0.05453612,-1.0551816,0.35385963
208,-0.3028611,0.16032097,0.37297428,-0.8277173,-1.0207443,0.7687475,-0.4681293,-0.91053426,-0.48681486,-0.30488294
209,-0.11455425,0.76433027,-0.079103045,-0.40345117,0.28362864,0.93825346,-0.11616418,-0.67951477,0.5691051,0.310077
210,-0.36874604,0.027398316,-0.22025196,0.29329357,-0.40486804,0.41176927,-0.61518663,-0.6247744,-0.11126952,-0.8204615
211,0.534973,-0.6301114,0.19946967,0.9633834,-1.4646827,0.631678,0.49757758,0.01043338,-0.56563836,0.66426927
213,-0.17111261,0.7825253,-0.22437043,-0.07724043,-1.0741912,0.37875777,0.88830835,0.7904132,0.3537295,0.051309135
215,0.37343577,-0.5350608,0.42837575,-0.25132173,-0.82563883,0.30874413,0.6460156,0.16556425,0.92498803,0.2282271
217,-0.3627003,0.5231093,-0.17900968,-1.1912036,0.49916527,0.54235333,-0.22529985,-1.2384621,0.20841165,-0.19916007
220,0.2990349,-0.6939939,-0.4398651,0.21564579,-0.9889593,0.3618124,0.9954114,0.48953682,-0.7013599,-0.30032012
221,0.85077804,-0.6560507,0.43032172,-1.0419904,0.07176131,0.60559297,0.23279762,-0.25375837,-0.0340745,0.20927441
223,0.4744647,0.30989647,0.5078819,1.7648275,-0.76585406,0.259073,0.07861533,0.16687037,-1.0456207,-0.73651147
228,0.3423042,-0.69027054,-0.119607344,-2.0221915,0.8547315,0.16716775,-0.8199092,-0.36003646,0.61324906,0.15636681
229,0.86983776,-0.18908212,0.04629448,0.83787096,0.82487893,-0.46970156,-0.05443329,0.07185646,-1.208346,0.21487334
230,-0.06865207,-0.1181248,-0.29970843,0.5241224,0.80946666,0.26056656,0.14330663,0.005782867,-1.601624,-0.07422721
231,-0.176188,0.1129787,-0.7439307,-0.0022050599,0.47183487,0.44789964,0.091649406,-0.13566117,0.37663588,0.75751084
232,0.82057184,0.39463022,0.039512143,0.1468582,0.096616745,-0.8268363,0.3128864,0.42606035,0.41139248,-0.26507813
234,0.525045,-0.15625149,-0.25872895,-0.40100536,0.29554635,0.08083234,-0.02638211,-1.280715,-0.16625571,-0.348194
235,0.16180144,-0.66279894,-0.6554055,-0.52170175,0.084739685,-0.12643385,0.34286276,-1.0355828,0.19095825,0.25897855
236,1.0940436,0.09289053,-0.6080643,0.81297076,0.3900532,-1.1011943,0.24608947,0.8319742,-0.1391843,-0.47827584
237,0.59554136,-0.8533647,-0.5550286,0.41529572,0.035247263,-0.12983255,0.08093823,-0.5124745,0.34737748,0.5383848
238,0.73479503,-0.3883649,-0.61570543,0.66752315,-0.13757235,0.24692942,0.019577703,-0.6213671,-1.3220073,-0.5732232
240,0.8407744,-0.558383,0.76427823,-0.3821909,-0.81300557,1.0350213,0.47927976,0.19515184,-0.8379096,0.1569062
241,0.3136553,-0.3250486,0.76238286,-0.608819,0.13588296,0.2855374,-0.64521265,0.75523275,0.15748936,-0.3396921
243,-0.48820576,-0.2679169,-0.28539035,-0.5341376,0.7753877,0.12619282,0.40015712,-0.35487098,-0.14952819,0.7577454
244,0.4024823,0.08321829,-0.75909156,0.47123885,-1.1520951,-0.6728596,-0.14488295,0.65541553,-0.9106569,-0.1605938
248,-0.19291419,0.24348132,-0.053146765,-0.6557995,0.3634779,-0.10226858,0.4985339,0.16827974,-0.8690216,0.3427456
255,-0.12803034,-0.5596413,0.46057603,-1.117941,0.47682726,-0.13999274,1.0547341,-0.114021756,0.8197371,0.2890097
256,0.08944586,0.16800839,0.12766314,-0.17716108,1.0681368,-0.49466795,0.29311562,0.83724487,-0.5482906,-0.099230185
257,0.40076426,0.0007020929,0.5133828,-0.44692236,0.41650906,0.46007702,-1.2317249,-0.010383612,0.06733834,0.14038679
258,0.19750047,0.60861063,0.51334345,0.42567807,-0.6969753,0.25530744,0.32617345,1.2453029,-1.419712,-0.7010942
259,0.60008776,-0.7416678,0.06924603,0.1010431,0.6884968,-0.02393722,-0.7850616,1.0554154,-0.3848255,-0.54524666
260,-0.032070804,0.087118395,-1.0762539,-0.29754132,1.0041343,0.12455181,-0.3698072,-0.6959563,-0.58331645,-0.41534153
261,0.09124305,1.1793982,-0.31554177,0.21753295,-0.8481988,0.68157196,0.21751048,-0.26798654,-0.15526044,0.007921357
262,0.49436104,0.17497166,-1.3237652,0.68355346,-0.2976404,-0.32440507,-0.88704437,-0.15707459,-0.41819754,-0.33735368
263,0.9732901,-0.78150505,0.18174937,-0.38812324,-0.07314337,0.626387,0.21362261,0.10117113,-0.64542425,0.09867539
264,0.75189894,1.1041647,0.9703663,0.35702023,-1.2414407,0.16593519,0.31785625,-0.08525691,-0.046154745,0.2453231
265,0.6239459,0.13249469,0.6649961,0.3379472,0.28911805,-0.18732204,0.11860257,-0.124837816,-0.810768,0.4010453
266,0.037490934,0.75675505,0.39339474,-0.37381765,0.03679184,-0.010307968,0.051601324,0.7194608,-0.49630243,-0.60917205
267,0.39848062,0.40009496,-0.10289429,0.7797823,0.24461024,0.11095719,0.0956882,1.4453349,-0.5703908,-0.043757755
268,0.8352286,-0.3535268,0.013050998,0.59227043,-0.5188404,0.46617946,-0.11667191,-0.6767549,-0.12804712,-0.03852633
269,0.24343932,0.70400095,-1.2235826,-0.34423414,0.5314705,-0.72639835,0.24194105,-0.008723836,0.11948078,-0.025223222
271,0.4204006,-1.1965743,-0.9574225,0.18987063,1.376358,-0.60780734,0.3523067,-0.45036787,-0.42149612,0.46202722
274,-0.35737067,0.19491784,0.15841596,-0.5105067,1.0037521,0.29669186,0.17133574,-0.6271387,-0.4766793,0.13972172
275,0.013286798,1.0966247,0.4259377,-0.12173554,0.24786474,0.5417048,-0.3154814,0.04736282,0.41032133,0.50114244
278,0.0927893,-0.588894,-0.43092492,-0.6891853,-0.05966233,-0.022101598,0.44069952,-1.1513925,0.34420162,0.31389755
279,0.5779295,-0.09328887,0.3466614,0.56254584,0.2370434,0.8019537,0.02826924,1.5536668,-1.1503888,-0.39134005
281,0.2855126,0.16224498,0.5051107,-0.47131625,0.70419914,0.68095845,-0.12156643,0.94652617,-0.0062980144,-0.23093276
283,0.16576548,-0.037130084,0.8342019,-1.3242866,0.1080598,-0.3605951,0.8092965,-0.73648226,0.124108836,0.40948242
284,-0.08238035,-0.026344098,0.15920152,-0.17307183,-1.1265517,0.7087987,-0.46924403,-0.51731956,-1.1324458,-0.36382732
285,-0.18907802,0.24693087,-0.12506287,-0.94459593,0.7255774,-0.2712301,0.3801204,-0.003738938,-0.48041213,0.36035445
289,0.03322703,0.06963901,-0.23907779,0.0027639857,0.13550928,-0.11377163,0.50877374,0.5492209,-1.5855746,0.2352504
290,0.27110818,-0.16270562,-0.42991364,0.7085506,0.27909407,0.24368805,0.12931852,-0.867374,-0.02327799,-0.87577987
292,0.69370127,-0.07604566,0.86054647,-0.65064317,0.17861319,-0.47279966,0.04061559,-0.063436374,1.3201212,0.024338856
293,-0.39858285,0.3265923,-0.38311934,-0.785215,-0.9004779,-0.13230559,-0.1407886,-0.6984534,1.1706232,0.5794761
294,-0.4407879,0.44052446,-0.093678,-0.5338669,-1.4501523,0.11619439,0.027019015,-0.4689141,0.76440346,0.6030842
298,0.02716129,-0.13769922,0.01662018,0.24391434,-1.2826397,0.7181544,-0.45245638,-0.2356389,-1.5655363,-0.43668717
300,-0.5528813,-0.32341853,0.06967468,-0.518203,-1.3595358,0.46974522,0.09163724,-0.50255513,-0.395413,0.3960186
301,-0.86724675,-0.1037188,0.40918398,0.4532103,-1.7043719,0.7836703,0.25166515,-0.17924762,-0.19956158,-0.18762423
302,-0.2626426,-0.3739812,-0.35506433,0.36128908,0.17864928,0.3174731,0.4721338,0.21458888,-1.2118258,0.6563498
303,-0.06875329,-0.2794257,0.36605,-0.30224997,-1.4310066,0.6797358,0.8868519,-0.8189354,-0.31883064,0.45547894
306,-0.7540749,-0.34843835,-0.47950777,-0.9715696,0.3466092,-0.1506818,-0.1842761,-0.20546497,1.7407995,-0.7803921
307,-0.0249628,-0.9639985,0.061036646,0.19405551,-0.7192434,1.039967,-0.38010442,0.2919164,-0.7444512,0.5289727
308,0.46732503,0.69469845,0.071000904,1.2247369,-0.30705315,0.6369471,-0.31161207,0.8345332,-1.0156881,0.4785447
310,0.21495515,-0.64272976,-0.34648257,-0.24195458,-0.6422409,0.24026941,0.8924469,0.14224085,-0.10004825,-0.25948822
311,0.26410618,-0.47655776,0.62223303,-0.9828838,-0.9015293,0.8456184,-0.29426977,0.36663517,-0.6559814,0.16179034
312,0.19592015,0.14728405,0.9766707,0.6711989,-0.78991795,0.18577735,0.59541065,0.5296229,-0.13303588,-0.9871727
313,0.01115286,0.74306786,0.3974765,-1.1006298,1.1467868,-0.1696924,-0.17921759,0.28062886,1.5258743,0.1469259
315,-0.3368206,0.24237387,-0.6083128,-0.757389,-0.6028162,-0.29078028,-0.25315896,-0.70861274,1.1858177,0.55211115
316,1.0329443,-0.6058019,0.69276434,0.5545858,0.03242276,0.5100459,0.09774135,0.96481204,-0.6858597,-0.37338746
318,0.44040486,0.05138464,0.06895504,-0.41153902,0.61658216,-0.59041107,-1.4012444,-0.49618226,0.99560344,0.17587711
320,0.2800595,-0.78837407,-0.7461471,-0.30568317,-0.106269084,-0.030426132,0.7195948,0.05982035,0.038487777,-0.3246677
321,0.13006395,1.2399999,0.44539562,-0.17064057,-0.5970465,-0.10164876,0.44117373,0.8133626,0.26953104,-0.14454459
322,-0.17709437,-0.50551504,-0.20327483,-1.394617,1.0747665,0.9392405,0.13438651,0.38048202,1.2443911,0.13695547
