User ID,Age,Gender,Country,Purchase Amount,Purchase Date,Product Category,Cluster
172,53.0,Male,Germany,57.41,2023-05-08,Beauty,2
173,30.0,Other,France,244.82,2020-11-29,Home & Kitchen,0
174,49.0,Other,USA,425.85,2022-08-07,Clothing,1
177,39.0,Other,UK,186.22,2023-08-24,Books,0
178,45.0,Other,Canada,355.67,2023-09-16,Home & Kitchen,3
179,19.0,Other,France,235.44,2022-02-17,Home & Kitchen,0
180,59.0,Male,Germany,79.39,2023-10-15,Home & Kitchen,2
181,62.0,Other,France,212.43,2023-04-21,Books,0
184,45.0,Female,UK,16.41,2020-12-04,Clothing,2
185,61.0,Female,Canada,145.01,2023-05-08,Electronics,0
189,28.0,Male,UK,429.93,2022-04-12,Home & Kitchen,1
190,45.0,Other,Germany,92.35,2022-11-29,Sports,2
191,42.0,Female,UK,136.65,2020-08-09,Home & Kitchen,0
192,56.0,Male,Canada,470.83,2020-10-23,Clothing,1
193,50.0,Female,USA,224.8,2022-11-18,Home & Kitchen,0
194,18.0,Male,France,395.58,2022-07-15,Sports,1
196,69.0,Male,Canada,238.19,2022-09-21,Electronics,0
197,30.0,Female,Germany,78.32,2022-09-15,Home & Kitchen,2
200,56.0,Male,USA,158.58,2020-02-17,Clothing,0
201,23.0,Male,France,338.37,2022-04-06,Beauty,3
203,44.0,Female,France,441.28,2021-08-22,Electronics,1
208,59.0,Other,UK,372.91,2021-12-28,Beauty,3
209,61.0,Male,Germany,208.6,2023-01-04,Beauty,0
210,41.0,Other,Australia,268.13,2023-06-25,Beauty,3
211,32.0,Female,Germany,483.8,2020-10-16,Sports,1
213,49.0,Male,Canada,412.57,2021-03-11,Clothing,1
215,58.0,Female,Germany,333.06,2023-11-07,Clothing,3
217,66.0,Male,UK,129.54,2020-09-07,Beauty,0
220,29.0,Female,UK,407.18,2020-10-31,Clothing,1
221,56.0,Female,USA,249.43,2021-07-10,Electronics,3
223,20.0,Female,Australia,447.95,2022-09-17,Books,1
228,66.0,Other,USA,12.6,2021-11-17,Electronics,2
229,19.0,Female,France,206.51,2021-01-05,Books,0
230,19.0,Male,France,256.35,2023-12-06,Beauty,3
231,45.0,Male,Germany,152.15,2020-06-03,Sports,0
232,40.0,Female,Canada,194.76,2020-09-01,Home & Kitchen,0
234,49.0,Female,UK,142.26,2021-11-12,Beauty,0
235,50.0,Female,UK,123.85,2023-01-03,Sports,0
236,18.0,Female,Canada,153.99,2023-05-14,Home & Kitchen,0
237,36.0,Female,Germany,153.03,2022-06-15,Sports,0
238,19.0,Female,UK,281.69,2023-12-22,Beauty,3
240,43.0,Female,USA,470.78,2023-12-15,Electronics,1
241,49.0,Other,USA,258.08,2021-11-03,Home & Kitchen,3
243,49.0,Male,France,143.41,2020-03-28,Sports,0
244,21.0,Other,Canada,366.23,2023-04-06,Electronics,3
248,41.0,Male,France,262.93,2022-05-30,Electronics,3
255,65.0,Female,France,151.72,2022-02-11,Clothing,0
256,33.0,Male,France,176.46,2022-04-19,Home & Kitchen,0
257,50.0,Other,USA,185.67,2022-07-12,Books,0
258,26.0,Male,UK,489.69,2023-12-27,Home & Kitchen,1
259,23.0,Other,USA,183.57,2023-04-07,Home & Kitchen,0
260,33.0,Male,UK,58.8,2021-02-05,Beauty,2
261,46.0,Male,Canada,390.27,2020-06-06,Beauty,1
262,20.0,Other,Canada,186.2,2021-01-18,Beauty,0
263,37.0,Female,USA,312.36,2021-02-01,Electronics,3
264,53.0,Female,Canada,462.56,2020-02-25,Books,1
265,36.0,Female,France,289.88,2023-01-01,Books,3
266,43.0,Male,UK,320.66,2022-08-27,Home & Kitchen,3
267,20.0,Male,Germany,323.22,2022-01-29,Home & Kitchen,3
268,36.0,Female,Germany,308.14,2021-04-17,Beauty,3
269,37.0,Male,Canada,84.09,2023-04-18,Electronics,2
271,24.0,Female,France,8.79,2022-03-07,Sports,2
274,50.0,Male,France,162.48,2023-06-06,Beauty,0
275,57.0,Male,Germany,264.33,2022-03-05,Books,3
278,57.0,Female,UK,150.18,2020-09-22,Sports,0
279,18.0,Male,USA,382.46,2022-03-04,Home & Kitchen,1
281,45.0,Male,USA,237.54,2020-03-31,Home & Kitchen,0
283,67.0,Female,France,228.15,2021-03-20,Electronics,0
284,40.0,Other,UK,426.43,2023-05-05,Beauty,1
285,48.0,Male,France,169.74,2023-04-22,Electronics,0
289,24.0,Male,France,337.05,2020-11-17,Electronics,3
290,33.0,Female,Australia,173.72,2021-02-24,Beauty,0
292,65.0,Female,Germany,163.61,2023-08-22,Home & Kitchen,0
293,69.0,Other,Canada,201.78,2020-12-11,Sports,0
294,66.0,Other,Canada,338.98,2021-12-15,Sports,3
298,29.0,Other,UK,461.47,2023-10-01,Beauty,1
300,54.0,Other,UK,406.52,2020-05-28,Sports,1
301,49.0,Other,Australia,493.39,2021-02-21,Sports,1
302,26.0,Male,France,309.31,2022-11-18,Sports,3
303,58.0,Female,UK,454.85,2022-02-04,Sports,1
306,65.0,Other,Australia,32.62,2021-11-06,Clothing,2
307,33.0,Other,USA,395.54,2020-08-11,Sports,1
308,20.0,Male,Germany,415.75,2021-04-20,Books,1
310,41.0,Female,UK,321.28,2023-04-30,Clothing,3
311,50.0,Other,USA,429.89,2020-03-28,Electronics,1
312,41.0,Female,Australia,442.39,2020-06-06,Home & Kitchen,1
313,69.0,Male,Germany,57.73,2023-07-20,Home & Kitchen,2
315,66.0,Other,Canada,140.75,2023-09-17,Sports,0
316,25.0,Female,USA,365.02,2020-10-08,Home & Kitchen,3
318,55.0,Other,Germany,32.88,2020-06-11,Books,2
320,37.0,Female,UK,207.29,2023-02-05,Clothing,0
321,52.0,Male,Canada,371.91,2022-06-19,Home & Kitchen,3
322,65.0,Male,USA,54.85,2023-08-17,Clothing,2
323,42.0,Other,Australia,407.4,2020-11-26,Books,1
324,52.0,Female,Germany,498.49,2020-05-23,Home & Kitchen,1
325,42.0,Female,Canada,395.19,2022-12-17,Clothing,1
327,35.0,Male,France,286.24,2023-04-26,Beauty,3
328,63.0,Male,Germany,8.05,2021-03-15,Clothing,2
330,19.0,Female,France,450.0,2023-11-14,Beauty,1
334,53.0,Female,France,70.87,2022-08-20,Beauty,2
335,50.0,Male,Canada,91.8,2021-12-28,Sports,2
336,21.0,Female,Germany,400.7,2021-10-11,Home & Kitchen,1
337,50.0,Other,Germany,241.7,2021-10-26,Beauty,0
340,65.0,Other,France,470.64,2022-05-23,Home & Kitchen,1
341,37.0,Male,Canada,288.36,2020-06-21,Clothing,3
342,25.0,Other,Australia,53.86,2022-08-31,Books,2
344,20.0,Other,USA,398.96,2022-11-14,Home & Kitchen,1
346,50.0,Male,Canada,461.72,2022-05-29,Electronics,1
347,65.0,Male,France,275.89,2023-05-09,Clothing,3
348,29.0,Other,Canada,35.89,2022-07-26,Books,2
351,39.0,Female,Germany,195.52,2021-02-12,Sports,0
352,63.0,Male,Australia,499.8,2023-08-20,Electronics,1
353,47.0,Female,Canada,205.66,2022-01-13,Home & Kitchen,0
354,55.0,Female,Canada,275.39,2021-07-31,Clothing,3
355,55.0,Female,Canada,116.57,2020-03-22,Clothing,2
356,62.0,Male,Canada,80.31,2021-08-25,Clothing,2
357,68.0,Other,UK,324.43,2021-06-30,Clothing,3
359,44.0,Other,UK,7.15,2020-06-25,Sports,2
360,44.0,Female,UK,145.97,2021-10-17,Beauty,0
361,51.0,Male,UK,323.57,2023-05-23,Sports,3
362,38.0,Female,Germany,407.06,2022-09-14,Electronics,1
363,47.0,Male,UK,159.62,2020-05-20,Electronics,0
365,45.0,Male,UK,136.3,2020-05-18,Sports,0
366,64.0,Male,Canada,346.74,2022-12-06,Electronics,3
367,50.0,Male,Australia,350.48,2022-12-19,Home & Kitchen,3
368,22.0,Female,France,69.46,2021-07-14,Sports,2
369,65.0,Other,Germany,334.22,2022-12-20,Clothing,3
371,21.0,Female,Australia,90.43,2021-12-31,Home & Kitchen,2
372,52.0,Male,France,252.68,2020-02-09,Clothing,3
377,47.0,Other,Canada,57.51,2022-01-13,Home & Kitchen,2
379,63.0,Male,Germany,260.36,2020-02-07,Sports,3
380,23.0,Female,UK,234.27,2021-04-12,Beauty,0
381,52.0,Other,USA,494.49,2020-11-12,Clothing,1
382,58.0,Male,UK,296.79,2023-05-19,Sports,3
383,54.0,Other,UK,167.08,2023-01-11,Sports,0
384,41.0,Other,France,450.57,2023-10-11,Beauty,1
385,46.0,Male,USA,159.55,2021-09-21,Books,0
387,63.0,Other,UK,249.71,2021-06-22,Home & Kitchen,3
388,48.0,Other,Germany,457.02,2020-07-27,Clothing,1
390,50.0,Female,Canada,340.35,2021-05-06,Beauty,3
392,38.0,Male,Australia,331.52,2021-08-06,Electronics,3
393,49.0,Other,France,381.1,2020-02-27,Beauty,1
396,20.0,Female,France,184.27,2023-10-29,Electronics,0
397,35.0,Female,Germany,426.23,2022-12-21,Clothing,1
398,42.0,Other,USA,358.65,2020-03-27,Books,3
401,20.0,Other,Australia,121.72,2023-02-21,Home & Kitchen,2
403,63.0,Female,Germany,125.03,2020-10-09,Sports,0
405,67.0,Female,Canada,96.39,2022-06-20,Books,2
410,19.0,Male,Germany,318.17,2023-11-18,Beauty,3
412,59.0,Female,France,473.93,2023-07-13,Sports,1
413,19.0,Female,Canada,263.33,2023-08-04,Electronics,3
415,34.0,Female,Australia,335.61,2023-09-05,Sports,3
416,57.0,Male,USA,276.49,2021-04-17,Beauty,3
417,50.0,Female,Australia,402.9,2021-02-02,Sports,1
418,26.0,Other,Canada,92.57,2023-01-01,Electronics,2
419,60.0,Male,Germany,134.17,2021-06-11,Clothing,0
420,65.0,Other,Australia,461.21,2023-01-11,Home & Kitchen,1
423,59.0,Female,Germany,28.64,2023-12-22,Home & Kitchen,2
424,43.0,Other,UK,156.74,2020-10-17,Clothing,0
426,67.0,Male,Australia,210.27,2021-07-16,Clothing,0
427,42.0,Female,France,162.31,2023-10-18,Electronics,0
429,30.0,Male,USA,6.5,2022-10-25,Home & Kitchen,2
430,24.0,Other,France,324.09,2023-07-09,Beauty,3
432,62.0,Female,Australia,332.01,2023-03-11,Sports,3
433,37.0,Male,France,262.69,2023-07-15,Sports,3
435,25.0,Other,Canada,406.19,2021-04-14,Sports,1
437,33.0,Male,Germany,22.14,2022-09-27,Books,2
438,31.0,Other,France,20.07,2022-12-27,Sports,2
439,29.0,Female,France,420.28,2020-04-16,Home & Kitchen,1
440,68.0,Female,USA,289.49,2021-07-24,Books,3
441,40.0,Female,France,478.93,2023-12-31,Sports,1
442,32.0,Female,Canada,218.64,2022-11-20,Electronics,0
444,51.0,Male,Germany,239.25,2021-10-16,Electronics,0
445,19.0,Female,Germany,221.09,2020-02-11,Beauty,0
446,49.0,Female,Canada,261.0,2023-04-25,Sports,3
447,40.0,Other,Canada,404.93,2021-08-19,Beauty,1
450,42.0,Male,France,368.57,2023-08-17,Books,3
454,69.0,Other,USA,284.16,2023-07-04,Electronics,3
455,59.0,Male,France,231.47,2022-04-08,Electronics,0
456,23.0,Male,UK,321.99,2022-12-26,Books,3
457,32.0,Female,UK,363.24,2020-08-07,Beauty,3
458,60.0,Female,Germany,116.75,2023-09-08,Sports,2
459,54.0,Female,France,251.04,2022-05-13,Beauty,3
460,50.0,Other,UK,231.8,2022-12-18,Electronics,0
462,61.0,Female,USA,418.05,2021-04-05,Clothing,1
464,22.0,Female,USA,40.98,2023-02-09,Electronics,2
465,56.0,Female,Australia,231.66,2023-09-09,Beauty,0
467,23.0,Female,Canada,353.69,2021-04-10,Books,3
468,62.0,Male,Canada,288.03,2020-08-11,Home & Kitchen,3
469,49.0,Female,Germany,138.71,2021-02-01,Sports,0
470,69.0,Male,Canada,475.48,2023-03-29,Books,1
471,47.0,Other,France,149.41,2021-03-29,Electronics,0
474,57.0,Female,France,259.38,2021-11-05,Home & Kitchen,3
475,69.0,Male,Germany,480.62,2020-01-03,Clothing,1
477,30.0,Female,USA,460.9,2021-11-21,Books,1
479,59.0,Male,Canada,276.44,2022-04-28,Sports,3
480,47.0,Male,Canada,420.88,2023-08-31,Sports,1
481,36.0,Other,Germany,452.23,2021-08-28,Electronics,1
483,36.0,Female,USA,440.18,2020-01-22,Home & Kitchen,1
484,45.0,Female,Canada,366.72,2021-02-24,Electronics,3
485,43.0,Other,France,16.99,2023-02-23,Beauty,2
486,54.0,Male,UK,160.9,2023-11-29,Home & Kitchen,0
488,40.0,Male,UK,81.61,2021-09-06,Clothing,2
490,29.0,Female,Canada,42.0,2022-01-08,Electronics,2
493,64.0,Other,France,159.41,2021-06-28,Electronics,0
494,51.0,Female,France,84.06,2020-06-19,Clothing,2
498,57.0,Other,USA,142.86,2021-02-03,Clothing,0
499,62.0,Other,Canada,124.67,2023-04-06,Beauty,0
501,33.0,Male,UK,48.18,2022-05-24,Home & Kitchen,2
503,22.0,Male,UK,412.0,2022-05-07,Sports,1
504,39.0,Male,USA,333.52,2020-11-30,Home & Kitchen,3
505,46.0,Female,Canada,213.49,2023-03-24,Home & Kitchen,0
510,68.0,Other,Germany,464.39,2022-06-28,Clothing,1
511,54.0,Male,Australia,39.94,2021-03-25,Beauty,2
514,31.0,Other,Canada,63.28,2023-08-26,Books,2
515,45.0,Male,UK,95.87,2021-11-10,Home & Kitchen,2
520,63.0,Other,France,451.82,2023-06-05,Beauty,1
522,22.0,Female,France,202.44,2020-07-09,Sports,0
523,29.0,Male,Germany,382.69,2022-08-30,Books,1
524,33.0,Other,Australia,444.85,2022-10-10,Clothing,1
525,43.0,Male,USA,171.34,2021-11-10,Clothing,0
526,43.0,Other,Australia,86.4,2023-08-13,Home & Kitchen,2
533,54.0,Other,UK,457.74,2022-05-10,Electronics,1
534,40.0,Female,Canada,206.88,2022-09-22,Clothing,0
535,27.0,Other,Australia,225.75,2020-05-22,Electronics,0
537,53.0,Other,Germany,163.86,2020-07-12,Beauty,0
538,51.0,Female,Australia,203.42,2021-06-05,Sports,0
545,22.0,Female,Australia,358.44,2023-06-05,Sports,3
547,21.0,Other,UK,46.22,2023-05-09,Sports,2
549,41.0,Female,USA,128.47,2021-11-20,Books,0
550,33.0,Male,Australia,77.05,2021-01-02,Books,2
551,19.0,Other,Germany,182.72,2021-08-20,Sports,0
554,49.0,Male,USA,488.36,2021-12-18,Books,1
555,44.0,Other,Australia,441.01,2022-05-08,Home & Kitchen,1
556,37.0,Male,UK,437.12,2023-09-11,Electronics,1
558,29.0,Male,Australia,481.62,2020-11-05,Sports,1
559,67.0,Other,Germany,343.59,2021-12-03,Beauty,3
560,52.0,Male,Canada,416.84,2023-10-16,Clothing,1
563,68.0,Other,Germany,444.01,2023-08-19,Clothing,1
564,60.0,Male,France,245.78,2021-11-27,Home & Kitchen,0
566,29.0,Other,USA,131.16,2023-07-26,Electronics,0
567,20.0,Female,Australia,496.23,2021-10-14,Books,1
573,61.0,Female,Germany,240.74,2022-12-15,Clothing,0
575,30.0,Male,France,250.54,2020-01-22,Books,3
577,48.0,Other,UK,330.54,2020-03-20,Clothing,3
578,63.0,Other,Australia,95.23,2023-07-31,Beauty,2
581,67.0,Male,UK,48.99,2021-12-29,Sports,2
582,52.0,Female,Germany,303.16,2020-05-21,Clothing,3
583,40.0,Female,Australia,49.87,2022-10-06,Books,2
584,34.0,Male,France,82.71,2021-02-06,Sports,2
586,25.0,Male,UK,224.78,2022-02-08,Books,0
587,46.0,Female,USA,276.51,2022-03-29,Sports,3
588,43.0,Male,Australia,440.54,2022-01-09,Home & Kitchen,1
589,27.0,Other,Germany,409.53,2020-06-10,Books,1
590,43.0,Other,Australia,444.55,2021-08-16,Beauty,1
595,21.0,Other,Germany,263.04,2021-12-25,Beauty,3
596,67.0,Female,UK,57.36,2023-12-04,Books,2
597,62.0,Female,Germany,75.26,2021-11-05,Clothing,2
602,38.0,Other,Germany,11.15,2020-01-05,Electronics,2
604,27.0,Female,UK,387.32,2023-12-07,Electronics,1
605,54.0,Other,France,89.23,2021-01-09,Home & Kitchen,2
606,26.0,Other,UK,94.58,2020-10-01,Home & Kitchen,2
607,41.0,Male,UK,19.28,2023-10-26,Electronics,2
608,52.0,Male,France,258.66,2022-07-01,Beauty,3
609,66.0,Male,Germany,329.02,2022-07-12,Clothing,3
613,35.0,Female,France,391.86,2021-09-19,Beauty,1
614,66.0,Female,Germany,21.59,2020-01-04,Beauty,2
615,56.0,Female,UK,392.99,2021-06-17,Electronics,1
616,49.0,Female,USA,334.84,2021-02-09,Clothing,3
617,41.0,Other,Canada,124.51,2023-12-07,Sports,0
618,40.0,Other,Australia,264.75,2023-04-27,Sports,3
619,49.0,Male,Germany,29.4,2020-11-12,Beauty,2
621,29.0,Male,USA,91.15,2023-12-25,Sports,2
622,66.0,Other,USA,16.04,2020-12-05,Sports,2
626,52.0,Other,Canada,332.82,2023-12-21,Beauty,3
627,58.0,Female,France,203.98,2021-11-21,Sports,0
628,47.0,Female,USA,499.75,2022-08-29,Electronics,1
632,65.0,Other,USA,254.93,2022-12-13,Beauty,3
634,39.0,Other,France,349.27,2022-05-06,Electronics,3
636,36.0,Other,Germany,257.62,2021-03-22,Home & Kitchen,3
637,66.0,Male,France,252.56,2020-03-10,Clothing,3
638,53.0,Other,Germany,412.77,2023-08-17,Electronics,1
639,29.0,Male,UK,463.85,2022-12-27,Electronics,1
642,29.0,Male,USA,346.36,2021-04-06,Beauty,3
643,26.0,Female,Canada,129.43,2023-06-01,Books,0
644,24.0,Female,USA,483.44,2021-01-02,Beauty,1
646,31.0,Male,Germany,218.44,2021-01-20,Sports,0
647,48.0,Female,USA,393.25,2020-02-10,Electronics,1
650,64.0,Female,France,354.85,2022-02-20,Sports,3
651,33.0,Female,USA,205.28,2021-11-07,Books,0
655,42.0,Female,Germany,341.82,2022-11-11,Electronics,3
657,38.0,Male,Australia,149.48,2020-06-01,Sports,0
658,53.0,Female,Canada,233.37,2021-07-11,Clothing,0
659,40.0,Male,Australia,412.45,2023-10-05,Books,1
661,56.0,Male,France,183.16,2022-12-06,Clothing,0
664,56.0,Male,France,372.21,2020-01-03,Books,3
668,52.0,Male,UK,475.28,2022-03-21,Electronics,1
669,40.0,Female,UK,278.25,2020-08-30,Beauty,3
670,46.0,Female,Australia,166.8,2023-12-28,Clothing,0
671,60.0,Male,UK,47.58,2023-12-12,Beauty,2
672,28.0,Female,France,190.97,2020-08-06,Electronics,0
673,35.0,Male,UK,286.48,2020-07-19,Books,3
676,26.0,Female,France,472.26,2020-09-25,Clothing,1
681,24.0,Female,Canada,275.07,2020-10-07,Books,3
682,63.0,Male,France,170.74,2022-10-04,Sports,0
683,30.0,Female,UK,43.32,2022-02-05,Beauty,2
686,26.0,Other,USA,309.65,2022-05-20,Books,3
687,67.0,Other,Australia,358.99,2022-10-22,Clothing,3
688,44.0,Male,Australia,344.21,2020-11-24,Clothing,3
689,19.0,Male,Australia,71.48,2021-09-26,Home & Kitchen,2
692,54.0,Female,Australia,202.55,2020-11-27,Electronics,0
695,25.0,Other,USA,131.31,2021-07-13,Beauty,0
696,65.0,Male,Germany,32.71,2021-09-17,Home & Kitchen,2
697,62.0,Male,Canada,343.69,2021-07-29,Beauty,3
698,18.0,Other,Germany,314.53,2022-08-20,Sports,3
699,39.0,Female,USA,339.5,2020-05-29,Home & Kitchen,3
702,24.0,Other,USA,184.04,2021-01-08,Clothing,0
704,62.0,Male,UK,39.35,2020-04-04,Books,2
705,21.0,Male,Canada,141.34,2023-01-29,Beauty,0
706,53.0,Other,Canada,303.46,2023-11-14,Books,3
709,36.0,Female,France,72.7,2021-09-24,Clothing,2
710,61.0,Other,Canada,16.29,2022-06-21,Electronics,2
711,56.0,Female,Canada,432.43,2022-09-22,Books,1
713,27.0,Female,France,82.64,2020-01-03,Home & Kitchen,2
714,43.0,Other,Australia,90.49,2020-01-13,Clothing,2
716,56.0,Female,Germany,328.94,2021-09-08,Books,3
717,20.0,Male,USA,478.39,2023-09-30,Sports,1
718,62.0,Male,USA,401.02,2020-06-14,Electronics,1
721,45.0,Male,Canada,411.3,2021-01-16,Sports,1
723,45.0,Other,USA,414.37,2022-02-28,Electronics,1
725,58.0,Male,Germany,340.83,2023-02-20,Clothing,3
727,18.0,Male,Germany,317.2,2023-08-05,Sports,3
728,20.0,Other,USA,255.86,2021-05-30,Sports,3
729,30.0,Female,Australia,233.46,2021-04-25,Sports,0
731,66.0,Other,France,254.68,2021-12-20,Home & Kitchen,3
732,42.0,Other,Germany,20.83,2020-06-20,Clothing,2
735,23.0,Other,UK,443.17,2023-03-19,Beauty,1
736,61.0,Other,France,318.18,2021-07-24,Sports,3
738,49.0,Male,UK,64.27,2023-03-20,Beauty,2
744,28.0,Other,Australia,379.02,2023-10-29,Books,1
745,54.0,Other,France,209.16,2021-11-28,Sports,0
